"Vuosi","Erityisavustus","Asian nimi","Hanke","kid","AvustuskokonaisuusKoodi","Kunta","Maakunta","Hakija","ToimiNimi","AviKoodi","Kieli","Myönnetty Avustus","KuvausTeksti","Toteutusalue","HankkeenSijaintikuntaTeksti","VaikutusalueKoodiTeksti","YhteistyotahotTeksti","KohdeRyhma","AsiaSana","TeemaKoodiTeksti","TiivistettyKuvausHankkeestaTeksti","HankkeenKohdistuminen.VarhaiskasvatusJaEsiopetusKytkin","HankkeenKohdistuminen.TyoikaisetAikuisetKytkin","HankkeenKohdistuminen.ElamankulkuKytkin","HankkeenKohdistuminen.MuuKohderyhmaKytkin","HankkeenKohdistuminen.KotouttavaLiikuntaKytkin","HankkeenKohdistuminen.IkaihmisetKytkin","HankkeenKohdistuminen.MuuLastenJaNuortenKohderyhmaKytkin","HankkeenKohdistuminen.SoveltuvaLiikuntaKytkin","HankkeenKohdistuminen.MuuKohderyhmaTeksti","Diaarinumero","KORG_ID","K_01_Kysely_ID","K_01_PAR_ID","Kysely status 2019","K_02_Yhteistiedot_Organisaation_nimi","K_02_Yhteistiedot_Työpajan_nimi","Ytunnus","K_47_valmentautuja_Nuoria_yht","K_47_valmentautuja_yhteensä_yht","K_43_Henk_htv_yhteensä_yht","K_43_Henk_no_yhteensä_yht","KerhotoimintaanOsallistuvatYhteensaLkm","PaivaleiritoimintaanOsallistuvatYhteensaLkm","KerhojenMaaraYhteensaLkm","PaivaleirienMaaraLkm","Liikuntapaikkatyyppi_LiikuntahalliKytkin","Liikuntapaikkatyyppi_UlkoPalloYleisurheilukenttaKytkin","Liikuntapaikkatyyppi_MuuliikuntapaikkaKytkin","Liikuntapaikkatyyppi_MuuliikuntapaikkaTeksti","Liikuntapaikkatyyppi_JaahalliKytkin","Liikuntapaikkatyyppi_LahiliikuntapaikkaKytkin","Liikuntapaikkatyyppi_RantauimalaVenesatamaKytkin","Liikuntapaikkatyyppi_KuntorataValaistuLatuUlkoilureittiKytkin","Liikuntapaikkatyyppi_UimahalliKytkin","Liikuntapaikkatyyppi_LaskettelurinneHyppyrimakiKytkin","Koulut_LukiotLkm","Oppilaat_Lukiot_YhteensaLkm","Koulut_AmmatillisetOppilaitoksetLkm","Oppilaat_AmmatillisetOppilaitokset_YhteensaLkm"
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha238","Asiakaskoneet ajantasalle",289,"KiVa","Pöytyä","Varsinais-Suomi","Pöytyän kirjasto","Pöytyä",1026,"suomi",5900,,,"Pöytyä","kunnan- tai kaupunginosat",,,,"Laitehankinnat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha239","Asiakaspäätteet käyttäjien tarpeisiin",595,"KiVa","Aura","Varsinais-Suomi","Auran kirjasto","Aura",1026,"suomi",5800,,,"Aura","kunnat",,,,"Laitehankinnat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha18","Bokkarneval ",506,"KiVa","Luoto","Pohjanmaa","Larsmo kommunbibliotek","Luoto",1027,"ruotsi",3000,,,"Luoto","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha20","Läsdagboken",6327,"KiVa","Korsnäs","Pohjanmaa","Korsnäs kommunbibliotek","Korsnäs",1027,"ruotsi",2000,,,"Korsnäs","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha22","Författaren i biblioteket",216,"KiVa","Raasepori","Uusimaa","Raseborgs stadsbibliotek","Raasepori",1023,"ruotsi",5000,,,"Raasepori","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha23","Läsefrestaren",2149,"KiVa","Hanko","Uusimaa","Hangon kaupunginkirjasto - Hangö stadsbibliotek","Hanko",1023,"ruotsi",8000,,,"Hanko","maakunta",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha33","Luumäen kyläkoulujen oppilaiden lukuharrastuksen edistäminen",565,"KiVa","Luumäki","Etelä-Karjala","Luumäen kunnankirjasto","Luumäki",1023,"suomi",2000,,,"Luumäki","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha37","Iines, Idefix ja kumppanit kirjastomaailmoissa - Kauhajoen sarjakuvasäpinät",1508,"KiVa","Kauhajoki","Etelä-Pohjanmaa","Kauhajoen kaupunginkirjasto","Kauhajoki",1027,"suomi",6000,,,"Kauhajoki","seutukunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha38","Kirjailijat vierailevat lukiossa",701,"KiVa","Lapua","Etelä-Pohjanmaa","Lapuan kaupunginkirjasto","Lapua",1027,"suomi",2600,,,"Lapua","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha43","Lorua, leikkiä, liikettä - kirjailija johdattelee",781,"KiVa","Kurikka","Etelä-Pohjanmaa","Kurikan kaupunginkirjasto","Kurikka",1027,"suomi",1000,,,"Kurikka","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha46","OIVA kuntalukukisa",624,"KiVa","Alavus","Etelä-Pohjanmaa","Alavuden kaupunginkirjasto","Alavus",1027,"suomi",3000,,,"Alavus","seutukunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha49","Sukella seikkailuun - hurahda tarinaan",476,"KiVa","Kauhava","Etelä-Pohjanmaa","Kauhavan kaupunginkirjasto","Kauhava",1027,"suomi",15000,,,"Kauhava","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha50","Tarinan juurilla",774,"KiVa","Kauhava","Etelä-Pohjanmaa","Kauhavan kaupunginkirjasto","Kauhava",1027,"suomi",1500,,,"Kauhava","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha56","KirjastoParkki",611,"KiVa","Mikkeli","Etelä-Savo","Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto","Mikkeli",1024,"suomi",5000,,,"Mikkeli","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha58","Lukuintoa lapsille - kirjavinkkausta alakoulujen 1-6 luokkalaisille",255,"KiVa","Savonlinna","Etelä-Savo","Punkaharjun kirjasto","Savonlinna",1024,"suomi",800,,,"Savonlinna","maakunta",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha64","Tilaa tarinoille! ",315,"KiVa","Paltamo","Kainuu","Paltamon kunnankirjasto","Paltamo",1025,"suomi",8000,,,"Paltamo","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha71","Hupala",538,"KiVa","Kokkola","Keski-Pohjanmaa","Kokkolan kaupunginkirjasto - maakuntakirjasto","Kokkola",1027,"suomi",4000,,,"Kokkola","maakunta",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha76","5K",2212,"KiVa","Kannonkoski","Keski-Suomi","Kannonkosken kunnankirjasto","Kannonkoski",1027,"suomi",9000,,,"Kannonkoski","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha83","Lohikäärmemaa - lukudiplomipeli",540,"KiVa","Jyväskylä","Keski-Suomi","Jyväskylän kaupunginkirjasto - Keski-Suomen maakuntakirjasto","Jyväskylä",1027,"suomi",8000,,,"Jyväskylä","maakunta",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha86","Sähköä ja säpinää kirjastoon",296,"KiVa","Uurainen","Keski-Suomi","Uuraisten kunnankirjasto","Uurainen",1027,"suomi",3500,,,"Uurainen","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha87","Sarjakuvaa!",622,"KiVa","Uurainen","Keski-Suomi","Uuraisten kunnankirjasto, Saarijärven kaupunginkirjasto","Uurainen",1027,"suomi",4000,,,"Uurainen","seutukunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha88","Satuilemaan kirjastoon",712,"KiVa","Toivakka","Keski-Suomi","Toivakan kunnankirjasto","Toivakka",1027,"suomi",900,,,"Toivakka","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha103","Kirjailijoita ja asiantuntijoita Tervolan lasten ja nuorten iloksi",759,"KiVa","Tervola","Lappi","Tervolan kunnankirjasto","Tervola",1028,"suomi",2790,,,"Tervola","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha106","Lukijat kohtaavat kirjailijan",760,"KiVa","Kolari","Lappi","Kolarin kunnankirjasto","Kolari",1028,"suomi",8000,,,"Kolari","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha107","Lukuintoa lapsille ja nuorille",240,"KiVa","Muonio","Lappi","Muonion kunnankirjasto","Muonio",1028,"suomi",21500,,,"Muonio","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha111","Aakkoset kohtaavat",727,"KiVa","Valkeakoski","Pirkanmaa","Valkeakosken kaupunginkirjasto","Valkeakoski",1027,"suomi",4500,,,"Valkeakoski","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha121","Kyläkouluille kirjavinkkari",801,"KiVa","Hämeenkyrö","Pirkanmaa","Hämeenkyrön kirjasto","Hämeenkyrö",1027,"suomi",2500,,,"Hämeenkyrö","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha122","Lasten lukupiiri",597,"KiVa","Parkano","Pirkanmaa","Parkanon kaupunginkirjasto","Parkano",1027,"suomi",1200,,,"Parkano","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha126","Syksyinen iltakirjasto",787,"KiVa","Hämeenkyrö","Pirkanmaa","Hämeenkyrön kirjasto","Hämeenkyrö",1027,"suomi",1000,,,"Hämeenkyrö","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha129","Dekkarimaanantain ja Kaunokeskiviikon kirjailijavieraat",829,"KiVa","Vaasa","Pohjanmaa","Vaasan kaupunginkirjasto - maakuntakirjasto","Vaasa",1027,"suomi",3000,,,"Vaasa","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha141","Luetaan ja rupatellaan",449,"KiVa","Rääkkylä","Pohjois-Karjala","Rääkkylän kirjasto","Rääkkylä",1024,"suomi",1000,,,"Rääkkylä","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha151","Kasvot Kirjalle",378,"KiVa","Kempele","Pohjois-Pohjanmaa","Kempeleen kirjasto","Kempele",1025,"suomi",5000,,,"Kempele","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha152","Kasvot kirjalle",378,"KiVa","Haapavesi","Pohjois-Pohjanmaa","Haapaveden kirjasto","Haapavesi",1025,"suomi",2400,,,"Haapavesi","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha154","Kirjailijakiertue Koillismaalle",672,"KiVa","Kuusamo","Pohjois-Pohjanmaa","Kuusamon kaupunginkirjasto","Kuusamo",1025,"suomi",5000,,,"Kuusamo","seutukunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha156","Kirjastokeikka 2",769,"KiVa","Kempele","Pohjois-Pohjanmaa","Kempeleen kirjasto","Kempele",1025,"suomi",4000,,,"Kempele","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha157","Luonnonkirjaa lukemassa",433,"KiVa","Pyhäjoki","Pohjois-Pohjanmaa","Pyhäjoen kunnankirjasto","Pyhäjoki",1025,"suomi",2600,,,"Pyhäjoki","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha160","Poikien vuosi",616,"KiVa","Kalajoki","Pohjois-Pohjanmaa","Kalajoen kaupunginkirjasto","Kalajoki",1025,"suomi",3600,,,"Kalajoki","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha163","Sanataide houkuttaa lukemaan, tekemään ja innostumaan",514,"KiVa","Alavieska","Pohjois-Pohjanmaa","Alavieskan kunnankirjasto","Alavieska",1025,"suomi",4800,,,"Alavieska","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha169","Kirjailija nuorten maailmassa",165,"KiVa","Siilinjärvi","Pohjois-Savo","Siilinjärven kunnankirjasto","Siilinjärvi",1024,"suomi",2000,,,"Siilinjärvi","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha175","Lukeminen on siistiä - lukukilpailu alakoululaisille",279,"KiVa","Siilinjärvi","Pohjois-Savo","Siilinjärven kunnankirjasto","Siilinjärvi",1024,"suomi",2000,,,"Siilinjärvi","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha180","Missiona lukevat lapset",254,"KiVa","Heinola","Päijät-Häme","Heinolan kaupunginkirjasto","Heinola",1023,"suomi",5500,,,"Heinola","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha192","Nuoret takaisin kirjastoon ",805,"KiVa","Nakkila","Satakunta","Nakkilan kunnankirjasto","Nakkila",1026,"suomi",4000,,,"Nakkila","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha203","Elämyksiä kirjastoseikkailusta ja lukuiloa tietokirjoista!",455,"KiVa","Karkkila","Uusimaa","Karkkilan kaupunginkirjasto","Karkkila",1023,"suomi",5500,,,"Karkkila","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha204","Eläviä lasten kirjallisuustapahtumia kirjastossa",2140,"KiVa","Vantaa","Uusimaa","Vantaan kirjasto- ja tietopalvelut","Vantaa",1023,"suomi",26600,,,"Vantaa","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha208","Karvakorvat kuulolla – koirat lasten lukemaan oppimisen tukena",736,"KiVa","Helsinki","Uusimaa","Helsingin kaupunginkirjasto","Helsinki",1023,"suomi",5000,,,"Helsinki","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha209","Kasvukipuja: aikuisuuden kynnyksellä",603,"KiVa","Vihti","Uusimaa","Vihdin kunnankirjasto","Vihti",1023,"suomi",5500,,,"Vihti","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha210","Kirja tutuksi",165,"KiVa","Myrskylä","Uusimaa","Myrskylän kirjasto","Myrskylä",1023,"suomi",2000,,,"Myrskylä","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha211","Kirjailijoita kouluun",812,"KiVa","Askola","Uusimaa","Askolan kunnankirjasto","Askola",1023,"suomi",2000,,,"Askola","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha214","Kirjat kuplimaan - vinkistä sarjakuvaksi",726,"KiVa","Helsinki","Uusimaa","Helsingin kaupunginkirjasto","Helsinki",1023,"suomi",4500,,,"Helsinki","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha215","Kirjavinkkausta toisella kotimaisella",6695,"KiVa","Lohja","Uusimaa","Lohjan kaupunginkirjasto","Lohja",1023,"suomi",3000,,,"Lohja","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha217","Kohtaa elävä kirjailija!",560,"KiVa","Vihti","Uusimaa","Vihdin kunnankirjasto","Vihti",1023,"suomi",5500,,,"Vihti","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha221","Luku-Ukuli lentää jälleen!",2301,"KiVa","Hyvinkää","Uusimaa","Hyvinkään kaupunginkirjasto","Hyvinkää",1023,"suomi",3000,,,"Hyvinkää","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha222","Matkalla - kirjoja eri maista ja kulttuureista",357,"KiVa","Lohja","Uusimaa","Lohjan kaupunginkirjasto","Lohja",1023,"suomi",3000,,,"Lohja","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha226","Nuotiotulia ja palatsien loistoa – Maailman tarut -työpajat peruskoulun ala-asteille",732,"KiVa","Helsinki","Uusimaa","Helsingin kaupunginkirjasto","Helsinki",1023,"suomi",6000,,,"Helsinki","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha227","Rallatellen",635,"KiVa","Vihti","Uusimaa","Vihdin kunnankirjasto","Vihti",1023,"suomi",3000,,,"Vihti","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha229","Seitsemän tähteä kirjastossa",386,"KiVa","Porvoo","Uusimaa","Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto","Porvoo",1023,"suomi",8000,,,"Porvoo","maakunta",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha235","Vanhemmat lukemaan lapsille",608,"KiVa","Mäntsälä","Uusimaa","Mäntsälän kirjasto","Mäntsälä",1023,"suomi",6000,,,"Mäntsälä","seutukunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha44","Minun tarinani",752,"KiVa","Seinäjoki","Etelä-Pohjanmaa","Seinäjoen kaupunginkirjasto-maakuntakirjasto","Seinäjoki",1027,"suomi",8000,,,"Seinäjoki","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Normaaliavustus","Valtionavustukset kirjastoille vanha45","Nällimukula löytää! ",700,"KiVa","Kurikka","Etelä-Pohjanmaa","Kurikan kaupunginkirjasto","Kurikka",1027,"suomi",10000,,,"Kurikka","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
