"Vuosi","Erityisavustus","Asian nimi","Hanke","kid","AvustuskokonaisuusKoodi","Kunta","Maakunta","Hakija","ToimiNimi","AviKoodi","Kieli","Myönnetty Avustus","KuvausTeksti","Toteutusalue","HankkeenSijaintikuntaTeksti","VaikutusalueKoodiTeksti","YhteistyotahotTeksti","KohdeRyhma","AsiaSana","TeemaKoodiTeksti","TiivistettyKuvausHankkeestaTeksti","HankkeenKohdistuminen.VarhaiskasvatusJaEsiopetusKytkin","HankkeenKohdistuminen.TyoikaisetAikuisetKytkin","HankkeenKohdistuminen.ElamankulkuKytkin","HankkeenKohdistuminen.MuuKohderyhmaKytkin","HankkeenKohdistuminen.KotouttavaLiikuntaKytkin","HankkeenKohdistuminen.IkaihmisetKytkin","HankkeenKohdistuminen.MuuLastenJaNuortenKohderyhmaKytkin","HankkeenKohdistuminen.SoveltuvaLiikuntaKytkin","HankkeenKohdistuminen.MuuKohderyhmaTeksti","Diaarinumero","KORG_ID","K_01_Kysely_ID","K_01_PAR_ID","Kysely status 2019","K_02_Yhteistiedot_Organisaation_nimi","K_02_Yhteistiedot_Työpajan_nimi","Ytunnus","K_47_valmentautuja_Nuoria_yht","K_47_valmentautuja_yhteensä_yht","K_43_Henk_htv_yhteensä_yht","K_43_Henk_no_yhteensä_yht","KerhotoimintaanOsallistuvatYhteensaLkm","PaivaleiritoimintaanOsallistuvatYhteensaLkm","KerhojenMaaraYhteensaLkm","PaivaleirienMaaraLkm","Liikuntapaikkatyyppi_LiikuntahalliKytkin","Liikuntapaikkatyyppi_UlkoPalloYleisurheilukenttaKytkin","Liikuntapaikkatyyppi_MuuliikuntapaikkaKytkin","Liikuntapaikkatyyppi_MuuliikuntapaikkaTeksti","Liikuntapaikkatyyppi_JaahalliKytkin","Liikuntapaikkatyyppi_LahiliikuntapaikkaKytkin","Liikuntapaikkatyyppi_RantauimalaVenesatamaKytkin","Liikuntapaikkatyyppi_KuntorataValaistuLatuUlkoilureittiKytkin","Liikuntapaikkatyyppi_UimahalliKytkin","Liikuntapaikkatyyppi_LaskettelurinneHyppyrimakiKytkin","Koulut_LukiotLkm","Oppilaat_Lukiot_YhteensaLkm","Koulut_AmmatillisetOppilaitoksetLkm","Oppilaat_AmmatillisetOppilaitokset_YhteensaLkm"
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha565","Pitkospuita pitkin -tarinoita senioreille.",2224,"KiVa","Suomussalmi","Kainuu","Suomussalmen kunnankirjasto","Suomussalmi",1025,"suomi",8000,,,"Suomussalmi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha572","Tervakosken avoin kirjasto",1757,"KiVa","Janakkala","Kanta-Häme","Janakkalan kirjasto","Janakkala",1023,"suomi",40000,,,"Janakkala","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha578","Kirjasto viivähtää vierellä - kuntoon katsomatta VIIVI",7431,"KiVa","Veteli","Keski-Pohjanmaa","Vetelin kunnankirjasto","Veteli",1027,"suomi",9000,,,"Veteli","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha583","Kirjasto on OK! Lisää virtaa nuortenkirjastotyöhön",6509,"KiVa","Saarijärvi","Keski-Suomi","Saarijärven kaupunginkirjasto","Saarijärvi",1027,"suomi",4500,,,"Saarijärvi","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha590","Karhuvuoren nuoret häiriötekijästä osallistuviksi asiakkaiksi",2230,"KiVa","Kotka","Kymenlaakso","Kotkan kaupunginkirjasto","Kotka",1023,"suomi",12000,,,"Kotka","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha602","Omatoimilehtisalista laajennettuihin palveluihin",2286,"KiVa","Salla","Lappi","Sallan kunnankirjasto","Salla",1028,"suomi",10100,,,"Salla","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha605","&#34;Ihan tyhmii runoi!&#34; – Nuorten näkökulmia kirjastoon ",1169,"KiVa","Kangasala","Pirkanmaa","Kangasalan kunnankirjasto","Kangasala",1027,"suomi",10000,,,"Kangasala","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha606","Avoin lähikirjasto Sastamalaan",2198,"KiVa","Sastamala","Pirkanmaa","Sastamalan kaupunginkirjasto","Sastamala",1027,"suomi",20000,,,"Sastamala","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha608","Iloa ikäihmisille Kihniössä",1915,"KiVa","Kihniö","Pirkanmaa","Kihniön kunnankirjasto","Kihniö",1027,"suomi",2000,,,"Kihniö","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha609","Iloa ikäihmisille Parkanossa",1984,"KiVa","Parkano","Pirkanmaa","Parkanon kaupunginkirjasto","Parkano",1027,"suomi",3000,,,"Parkano","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha612","Kirjan kanssa et ole koskaan yksin",2271,"KiVa","Hämeenkyrö","Pirkanmaa","Hämeenkyrön kirjasto","Hämeenkyrö",1027,"suomi",1000,,,"Hämeenkyrö","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha619","Mitä kirjastoauton jälkeen?",617,"KiVa","Urjala","Pirkanmaa","Urjalan kunnankirjasto","Urjala",1027,"suomi",4000,,,"Urjala","seutukunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha624","Ruoveden ja Virtain yhteinen kirjastoauto 10 vuotta",2160,"KiVa","Ruovesi","Pirkanmaa","Ruoveden kunnankirjasto","Ruovesi",1027,"suomi",1000,,,"Ruovesi","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha630","Viljakkalan lähikirjastoon lisää aukioloaikaa!",1731,"KiVa","Ylöjärvi","Pirkanmaa","Ylöjärven kaupunginkirjasto","Ylöjärvi",1027,"suomi",20000,,,"Ylöjärvi","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha632","Itsepalvelukirjasto keskelle kaupunkia",2422,"KiVa","Vaasa","Pohjanmaa","Vaasan kaupunginkirjasto-maakuntakirjasto","Vaasa",1027,"suomi",35000,,,"Vaasa","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha634","Kulttuuribussi Kyrönmaalle",2242,"KiVa","Laihia","Pohjanmaa","Laihian kirjasto","Laihia",1027,"suomi",4500,,,"Laihia","seutukunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha647","Päivä kirjastovirkailijana! Kirjastopalvelut tutuksi alakoululaisille",1254,"KiVa","Tohmajärvi","Pohjois-Karjala","Tohmajärven kunnankirjasto","Tohmajärvi",1024,"suomi",3000,,,"Tohmajärvi","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha648","PYSÄKKI - panostusta uuteen kirjastoautoon",2340,"KiVa","Lieksa","Pohjois-Karjala","Lieksan kaupunginkirjasto","Lieksa",1024,"suomi",10000,,,"Lieksa","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha650","Uuden kirjastoauton tarpeet Nurmeksessa",2419,"KiVa","Nurmes","Pohjois-Karjala","Nurmeksen kaupunginkirjasto","Nurmes",1024,"suomi",4800,,,"Nurmes","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha675","Kirjastopalveluja ikäihmisille",2295,"KiVa","Kiuruvesi","Pohjois-Savo","Kiuruveden kaupunginkirjasto","Kiuruvesi",1024,"suomi",5000,,,"Kiuruvesi","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha689","Virkeä lähikirjasto - Sukevan kirjasto",2428,"KiVa","Sonkajärvi","Pohjois-Savo","Sonkajärven kunnankirjasto","Sonkajärvi",1024,"suomi",3000,,,"Sonkajärvi","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha700","Tiedän miten markkinoin, viestin ja tiedotan",453,"KiVa","Pori","Satakunta","Porin kaupunginkirjasto - Satakunnan maakuntakirjasto","Pori",1026,"suomi",45000,,,"Pori","maakunta",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha704","Asiakaspalvelun ja itsepalvelun perusta kuntoon",2012,"KiVa","Karkkila","Uusimaa","Karkkilan kaupunginkirjasto","Karkkila",1023,"suomi",8500,,,"Karkkila","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha717","Kirjastoautojen uudet kujeet ",6118,"KiVa","Sipoo","Uusimaa","Sipoon kunnankirjasto","Sipoo",1023,"suomi",10000,,,"Sipoo","seutukunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha721","Kone kädestä pitäen - opetusmateriaalit verkko- ja laiteopastuksiin",1764,"KiVa","Porvoo","Uusimaa","Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto","Porvoo",1023,"suomi",18000,,,"Porvoo","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha733","Nuoret kirjastopalveluiden käyttäjiksi",1006,"KiVa","Tuusula","Uusimaa","Tuusulan kunnankirjasto","Tuusula",1023,"suomi",13000,,,"Tuusula","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha734","Nuortenosasto - vertaisuutta, vastuuta ja yhdessä tekemistä ",2040,"KiVa","Espoo","Uusimaa","Espoon kaupunginkirjasto","Espoo",1023,"suomi",35000,,,"Espoo","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha737","Pedagoginen informaatikko kouluyhteistyön laajentamiseksi",2235,"KiVa","Lohja","Uusimaa","Lohjan kaupunginkirjasto","Lohja",1023,"suomi",25000,,,"Lohja","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha738","Pihatanssit - syksyn 2014 ajokierroksen avaus",2001,"KiVa","Nurmijärvi","Uusimaa","Nurmijärven kirjasto","Nurmijärvi",1023,"suomi",1000,,,"Nurmijärvi","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha749","Ei kultainen nuoruus jää unholaan",1803,"KiVa","Uusikaupunki","Varsinais-Suomi","Uudenkaupungin kaupunginkirjasto","Uusikaupunki",1026,"suomi",6000,,,"Uusikaupunki","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha758","Lasten ja nuorten lukemisen, kirjoittamisen ja kirjastonkäytön edistäminen Somerolla",2013,"KiVa","Somero","Varsinais-Suomi","Someron kaupunginkirjasto","Somero",1026,"suomi",4000,,,"Somero","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha767","Tartu tassuun -hankkeen laajennus - koira-avusteisia muisteluhetkiä vanhuksille ja kirjoitushetkiä lapsille",7279,"KiVa","Kaarina","Varsinais-Suomi","Kaarinan kaupunginkirjasto","Kaarina",1026,"suomi",12000,,,"Kaarina","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha545","Selvitys Pohjanmaan alueen kirjastokimppojen kirjastojärjestelmien yhdistämisen ja kuljetuslogistiikan toiminnallisista edellytyksistä",2011,"KiVa","Seinäjoki","Etelä-Pohjanmaa","Seinäjoen kaupunginkirjasto","Seinäjoki",1027,"suomi",20000,,,"Seinäjoki","ylimaakunnallinen",,,,"Strateginen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha573","Yhdessä Hämeen härkäteillä-seudullisen kirjastoautotoiminnan kartoitus",2213,"KiVa","Hattula","Kanta-Häme","Hattulan kunnankirjasto","Hattula",1023,"suomi",14000,,,"Hattula","seutukunnat",,,,"Strateginen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha670","Tiekkö-kirjastojen uusi palvelukulttuuri – suunnitelma Tiekön toiminnan kehittämiseksi. ",2135,"KiVa","Nivala","Pohjois-Pohjanmaa","Nivalan kaupunginkirjasto / Tiekkö-kirjastot","Nivala",1025,"suomi",26000,,,"Nivala","kunnat",,,,"Strateginen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha672","Uusia tuulia kirjastoon",2343,"KiVa","Oulu","Pohjois-Pohjanmaa","Oulun kaupunginkirjasto-maakuntakirjasto","Oulu",1025,"suomi",43000,,,"Oulu","maakunta",,,,"Strateginen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha673","Itä-Suomen kirjastojen (Pohjois-Savo, Etelä-Savo, Pohjois-Karjala) OKM:n laatukuvauksen mukainen laatutason kartoittaminen",1790,"KiVa","Kuopio","Pohjois-Savo","Kuopion kaupunginkirjasto - Pohjois-Savon maakuntakirjasto","Kuopio",1024,"suomi",14000,,,"Kuopio","ylimaakunnallinen",,,,"Strateginen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha744","Uudenmaan kirjastojen yhteistyö",2079,"KiVa","Porvoo","Uusimaa","Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto","Porvoo",1023,"suomi",45000,,,"Porvoo","maakunta",,,,"Strateginen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha513","Ett synligt bibliotek",2556,"KiVa","Inkoo","Uusimaa","Ingå kommunbibliotek","Inkoo",1023,"ruotsi",2500,,,"Inkoo","kunnat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha517","Omstrukturering av bibliotekets utrymmen ",2106,"KiVa","Parainen","Varsinais-Suomi","Pargas stadsbibliotek / Pargas bibliotek","Parainen",1026,"ruotsi",7000,,,"Parainen","kunnan- tai kaupunginosat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha523","Hengaa kirjastossa! Nuorille tilaa ja tekemistä Lappeenrannan maakuntakirjastoon",2139,"KiVa","Lappeenranta","Etelä-Karjala","Lappeenrannan maakuntakirjasto","Lappeenranta",1023,"suomi",2000,,,"Lappeenranta","kunnat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha614","Kynnyskysymys - Kangasalan kirjastopalveluiden esteettömyyskartoitus",1918,"KiVa","Kangasala","Pirkanmaa","Kangasalan kunnankirjasto","Kangasala",1027,"suomi",8700,,,"Kangasala","kunnan- tai kaupunginosat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha633","Kaikille tilaa ja tekemistä!",1776,"KiVa","Isokyrö","Pohjanmaa","Isonkyrön kunnankirjasto","Isokyrö",1027,"suomi",5000,,,"Isokyrö","kunnat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha638","Saavutettavampaan palveluun",2427,"KiVa","Vaasa","Pohjanmaa","Vaasan kaupunginkirjasto-maakuntakirjasto","Vaasa",1027,"suomi",20000,,,"Vaasa","kunnat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha671","Uuden kirjaston konsepti",2184,"KiVa","Kalajoki","Pohjois-Pohjanmaa","Kalajoen kaupunginkirjasto","Kalajoki",1025,"suomi",20000,,,"Kalajoki","kunnat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha724","Lasten osastojen opasteet uusiksi",2288,"KiVa","Vihti","Uusimaa","Vihdin kunnankirjasto","Vihti",1023,"suomi",3000,,,"Vihti","kunnat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha746","Yhteinen Pähkinä - Moniammatillinen kirjastohanke",2192,"KiVa","Vantaa","Uusimaa","Vantaan kirjasto- ja tietopalvelut","Vantaa",1023,"suomi",34000,,,"Vantaa","kunnat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha763","Quo Vadimus?",8110,"KiVa","Uusikaupunki","Varsinais-Suomi","Uudenkaupungin kaupunginkirjasto","Uusikaupunki",1026,"suomi",3000,,,"Uusikaupunki","kunnan- tai kaupunginosat",,,,"Kirjastotilat, tilasuunnittelu, opasteet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha512","Utveckling av Fredrika-nätverket 2014-2015",2047,"KiVa","Pietarsaari","Pohjanmaa","Stadsbiblioteket i Jakobstad / Fredrikabiblioteken","Pietarsaari",1027,"ruotsi",40000,,,"Pietarsaari","seutukunnat",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha519","Utveckling av Blankanätverket 2014-2015",2047,"KiVa","Parainen","Varsinais-Suomi","Pargas stadsbibliotek / Blankabiblioteken","Parainen",1026,"ruotsi",20000,,,"Parainen","seutukunnat",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha521","Heili Kakkonen",2110,"KiVa","Lappeenranta","Etelä-Karjala","Lappeenrannan maakuntakirjasto","Lappeenranta",1023,"suomi",35000,,,"Lappeenranta","maakunta",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha560","Sähköinen ikääntyminen",1897,"KiVa","Kangasniemi","Etelä-Savo","Kangasniemen kunnankirjasto","Kangasniemi",1024,"suomi",13000,,,"Kangasniemi","kunnat",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha574","Anders ja Melinda I -vaihe",1910,"KiVa","Kokkola","Keski-Pohjanmaa","Kokkolan kaupunginkirjasto - maakuntakirjasto","Kokkola",1027,"suomi",5000,,,"Kokkola","maakunta",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha587","Joutsan ja Konneveden kirjastojen liittäminen Keski-Suomen kirjastojen muodostamaan Keski-kirjastoverkkoon",7116,"KiVa","Joutsa","Keski-Suomi","Joutsan kunnankirjasto","Joutsa",1027,"suomi",30000,,,"Joutsa","maakunta",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha601","Meidän yhteinen kirjasto : Lapin yhteinen kirjasto - projektin jatkohanke",2380,"KiVa","Rovaniemi","Lappi","Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto","Rovaniemi",1028,"suomi",49400,,,"Rovaniemi","maakunta",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha651","Aluetietokannat ajan tasalle",2066,"KiVa","Oulu","Pohjois-Pohjanmaa","Oulun kaupunginkirjasto-maakuntakirjasto","Oulu",1025,"suomi",37000,,,"Oulu","valtakunnallinen",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha659","Kulttuurisivustot näkyville",2099,"KiVa","Oulu","Pohjois-Pohjanmaa","Oulun kaupunginkirjasto-maakuntakirjasto","Oulu",1025,"suomi",22000,,,"Oulu","valtakunnallinen",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha679","Kuopion kaupunginkirjaston aineistotietokannan valmistelu konversioon",1809,"KiVa","Kuopio","Pohjois-Savo","Kuopion kaupunginkirjasto - Pohjois-Savon maakuntakirjasto","Kuopio",1024,"suomi",15000,,,"Kuopio","valtakunnallinen",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha683","Minnan salonki -sivuston täydentäminen",1952,"KiVa","Kuopio","Pohjois-Savo","Kuopion kaupunginkirjasto - Pohjois-Savon maakuntakirjasto","Kuopio",1024,"suomi",18000,,,"Kuopio","kansainvälinen",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha684","Mobiililla tulevaisuuteen : sähköiset aineistot, laitteet ja asiointi verkossa tutummaksi",1841,"KiVa","Varkaus","Pohjois-Savo","Varkauden kaupunginkirjasto","Varkaus",1024,"suomi",9000,,,"Varkaus","kunnat",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha694","Älyhylly laajenee - taskuun",1190,"KiVa","Pori","Satakunta","Porin kaupunginkirjasto - Satakunnan maakuntakirjasto","Pori",1026,"suomi",90000,,,"Pori","maakunta",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Normaaliavustus","Valtionavustukset kirjastoille vanha708","Itä-Uudenmaan kirjailijat -verkkosivuston kirjailijatiedot Kirjasampoon",1936,"KiVa","Porvoo","Uusimaa","Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto","Porvoo",1023,"suomi",16000,,,"Porvoo","valtakunnallinen",,,,"Verkkopalvelut ja tietojärjestelmät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Normaaliavustus","Valtionavustukset kirjastoille vanha824","Perinnekirjojen digitointi",6298,"KiVa","Kangasniemi","Etelä-Savo","Kangasniemen kunnankirjasto","Kangasniemi",1024,"suomi",14000,,,"Kangasniemi","kunnat",,,,"Digitointi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Normaaliavustus","Valtionavustukset kirjastoille vanha840","Muistot jakoon -tapahtumakiertue",6507,"KiVa","Hämeenlinna","Kanta-Häme","Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto","Hämeenlinna",1023,"suomi",11000,,,"Hämeenlinna","maakunta",,,,"Digitointi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
