ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name,City_korjattu
2025-1-FI01-KA121-SCH-000312615,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10134573,,"Järvenpään lukio, Järvenpään kaupunki",School/Institute/Educational centre – General education (secondary level),Järvenpää,Uusimaa,15,1.6.2025,31.8.2026,112889,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312686,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10078998,,Suomalaisen Yhteiskoulun Osakeyhtiö,Other type of organisation,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,71826,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312722,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10104347,,Juhani Ahon koulu,School/Institute/Educational centre – General education (basic education),Iisalmi,Pohjois-Savo,15,1.6.2025,31.8.2026,43818,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312726,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10187421,,Nissnikun päiväkoti,School/Institute/Educational centre – General education (pre-primary level),Kirkkonummi,Uusimaa,15,1.6.2025,31.8.2026,13717,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312854,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10203659,,"Ålands gymnasium, Ålands lyceum",School/Institute/Educational centre – General education (secondary level),Maarianhamina,Ahvenanmaa,15,1.6.2025,31.8.2026,57259,,,#PUUTTUU!,Kyllä
2025-1-FI01-KA121-SCH-000312877,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10236709,,Suutarinkylän peruskoulu,School/Institute/Educational centre – General education (basic education),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,35497,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000312893,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10335544,,Ojamonharjun yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Lohja,Uusimaa,15,1.6.2025,31.8.2026,27443,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313236,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10009471,,Harjunrinteen koulu,School/Institute/Educational centre – General education (basic education),Riihimäki,Kanta-Häme,15,1.6.2025,31.8.2026,21066,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313271,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10212057,,Riihimäki city,School/Institute/Educational centre – General education (basic education),Riihimäki,Kanta-Häme,15,1.6.2025,31.8.2026,64355,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313650,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10161463,,Etelä-Tapiolan lukio,School/Institute/Educational centre – General education (secondary level),Espoo,Uusimaa,15,1.6.2025,31.8.2026,38706,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313709,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10070596,,Mikkelin lukio,School/Institute/Educational centre – General education (secondary level),Mikkeli,Etelä-Savo,15,1.6.2025,31.8.2026,24323,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313744,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10191335,,Suonenjoen lukio,School/Institute/Educational centre – General education (secondary level),Suonenjoki,Pohjois-Savo,15,1.6.2025,31.8.2026,28735,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313771,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10204851,,Helsingin luonnontiedelukio,School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,75931,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313907,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10076549,,"Kiiminkipuiston koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,22238,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313944,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10220922,,Kellokosken koulu,School/Institute/Educational centre – General education (basic education),Tuusula,Uusimaa,15,1.6.2025,31.8.2026,21327,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000313964,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10013823,,Vammalan lukio,School/Institute/Educational centre – General education (secondary level),Sastamala,Pirkanmaa,15,1.6.2025,31.8.2026,28906,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000314024,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10198344,,Kiviniityn koulu,School/Institute/Educational centre – General education (basic education),Kokkola,Keski-Pohjanmaa,15,1.6.2025,31.8.2026,24804,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000314234,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10198198,,Oxhamns skola,School/Institute/Educational centre – General education (basic education),Pietarsaari,Pohjanmaa,15,1.6.2025,31.8.2026,26716,,,#PUUTTUU!,Kyllä
2025-1-FI01-KA121-SCH-000314395,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10110905,,Kangasniemen lukio,School/Institute/Educational centre – General education (secondary level),Kangasniemi,Etelä-Savo,15,1.6.2025,31.8.2026,47146,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000314507,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10202189,,Hangö gymnasium,School/Institute/Educational centre – General education (secondary level),Hanko,Uusimaa,15,1.6.2025,31.8.2026,33408,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000314891,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10076752,,Sannäs skola,School/Institute/Educational centre – General education (basic education),Porvoo,Uusimaa,15,1.6.2025,31.8.2026,17822,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000314918,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10111439,,"Tampereen kaupunki, Hatanpään lukio",School/Institute/Educational centre – General education (secondary level),Tampere,Pirkanmaa,15,1.6.2025,31.8.2026,37116,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315117,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10189048,,Godby högstadieskola,School/Institute/Educational centre – General education (basic education),Finström,Ahvenanmaa,15,1.6.2025,31.8.2026,24253,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315132,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10339926,,Riihikallion koulu,School/Institute/Educational centre – General education (basic education),Tuusula,Uusimaa,15,1.6.2025,31.8.2026,25891,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315239,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10159748,,Oulu International School,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,23711,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315251,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10119657,,Saarijärven Lukio Saarijärven kaupunki,School/Institute/Educational centre – General education (secondary level),Saarijärvi,Keski-Suomi,15,1.6.2025,31.8.2026,32070,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315277,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10136946,,Uudenkaupungin Yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Uusikaupunki,Varsinais-Suomi,15,1.6.2025,31.8.2026,26123,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315285,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10124963,,Petäjäveden yläaste,School/Institute/Educational centre – General education (basic education),Petäjävesi,Keski-Suomi,15,1.6.2025,31.8.2026,15835,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315317,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10141020,,"Laanilan koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,21294,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315343,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10183138,,Joensuun yhteiskoulun lukio,School/Institute/Educational centre – General education (secondary level),Joensuu,Pohjois-Karjala,15,1.6.2025,31.8.2026,25832,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315462,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10195378,,Petäjäveden lukio,School/Institute/Educational centre – General education (secondary level),Petäjävesi,Keski-Suomi,15,1.6.2025,31.8.2026,21390,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315490,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10176447,,Lovisa Gymnasium,School/Institute/Educational centre – General education (secondary level),Loviisa,Uusimaa,15,1.6.2025,31.8.2026,11588,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315522,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10191156,,Nokia-Viholan koulu,School/Institute/Educational centre – General education (basic education),Nokia,Pirkanmaa,15,1.6.2025,31.8.2026,15782,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315580,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10133823,,Lauttakylän lukio,School/Institute/Educational centre – General education (secondary level),Huittinen,Satakunta,15,1.6.2025,31.8.2026,21348,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315593,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10148224,,TAMPEREEN KORKEAKOULUSÄÄTIÖ SR,Higher education institution (tertiary level),Tampere,Pirkanmaa,15,1.6.2025,31.8.2026,34179,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315602,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10283309,,Laurentius-koulu,School/Institute/Educational centre – General education (basic education),Lohja,Uusimaa,15,1.6.2025,31.8.2026,62539,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315619,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10143015,,Haukiputaan koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,1.6.2025,31.8.2026,18481,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315657,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10118144,,Novida- ammattiopisto ja lukio,School/Institute/Educational centre – General education (secondary level),Loimaa,Varsinais-Suomi,15,1.6.2025,31.8.2026,18821,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315661,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10078318,,Karkkilan lukio,School/Institute/Educational centre – General education (secondary level),Karkkila,Uusimaa,15,1.6.2025,31.8.2026,18641,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315709,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10116025,,Matinkylän lukio,School/Institute/Educational centre – General education (secondary level),Espoo,Uusimaa,15,1.6.2025,31.8.2026,21903,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315923,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10001963,,Leppävaaran lukio,School/Institute/Educational centre – General education (secondary level),Espoo,Uusimaa,15,1.6.2025,31.8.2026,20742,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315934,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10126359,,Rastaalan koulu,School/Institute/Educational centre – General education (basic education),Espoo,Uusimaa,15,1.6.2025,31.8.2026,16204,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315947,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10111254,,Haukilahden koulu,School/Institute/Educational centre – General education (basic education),Espoo,Uusimaa,15,1.6.2025,31.8.2026,15803,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000315950,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10195898,,Helsingin kaupunki,School/Institute/Educational centre – General education (basic education),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,213421,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000316123,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10189750,,"Maunulan yhteiskoulu ja Helsingin matematiikkalukio, Viipurin Reaalikoulu Oy",School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,26299,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000316172,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10151800,,Keravanjoen koulu,School/Institute/Educational centre – General education (basic education),Kerava,Uusimaa,15,1.6.2025,31.8.2026,23854,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000316207,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10224693,,Ylästön koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Uusimaa,15,1.6.2025,31.8.2026,36314,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000316209,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10180879,,Helsingin kielilukio,School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,56859,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000316506,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10137882,,Karakallion koulu,School/Institute/Educational centre – General education (basic education),Espoo,Uusimaa,15,1.6.2025,31.8.2026,17224,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000316843,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10030262,,Alppilan lukio,School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,51601,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000316854,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10201014,,Lemin koulukeskus,School/Institute/Educational centre – General education (basic education),Lemi,Etelä-Karjala,15,1.6.2025,31.8.2026,48685,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000316929,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10064649,,Tuusulan lukio,School/Institute/Educational centre – General education (secondary level),Tuusula,Uusimaa,15,1.6.2025,31.8.2026,33051,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000317031,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10259055,,Keravan lukio,School/Institute/Educational centre – General education (secondary level),Kerava,Uusimaa,15,1.6.2025,31.8.2026,48140,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000317068,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10183116,,Herttoniemen yhteiskoulu,Other type of organisation,Helsinki,Uusimaa,15,1.6.2025,31.8.2026,39537,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000317167,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10238695,,Etu-Töölön lukio,School/Institute/Educational centre – General education (secondary level),Helsinki,Uusimaa,15,1.6.2025,31.8.2026,72718,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000317313,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10054596,,Lappeenrannan lukio,School/Institute/Educational centre – General education (secondary level),Lappeenranta,Etelä-Karjala,15,1.6.2025,31.8.2026,47177,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000317323,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10135596,,Nousiaisten lukio,School/Institute/Educational centre – General education (secondary level),Nousiainen,Varsinais-Suomi,15,1.6.2025,31.8.2026,25289,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000317346,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10124982,,Vaasan lyseon lukio,School/Institute/Educational centre – General education (secondary level),Vaasa,Pohjanmaa,15,1.6.2025,31.8.2026,54536,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000317475,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10160388,,Norra Korsholms Skola,School/Institute/Educational centre – General education (basic education),Mustasaari,Pohjanmaa,15,1.6.2025,31.8.2026,14414,,,#PUUTTUU!,
2025-1-FI01-KA121-SCH-000317479,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2025,E10164162,,Tikkurilan lukio,School/Institute/Educational centre – General education (secondary level),Vantaa,Uusimaa,15,1.6.2025,31.8.2026,57618,,,#PUUTTUU!,
