ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name,City_korjattu
2022-1-FI01-KA121-SCH-000055525,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10166266,Accreditation for an individual organisation,Helsingin yhteislyseo,School/Institute/Educational centre – General education (secondary level),Helsinki,Helsinki-Uusimaa,24,06/01/2022,05/31/2024,46650,,,,
2022-1-FI01-KA121-SCH-000055442,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10149504,Accreditation for an individual organisation,Kuulammen koulu,School/Institute/Educational centre – General education (basic education),Tyrnävä,Pohjois-Pohjanmaa,15,06/01/2022,08/31/2023,73418,,,,
2022-1-FI01-KA121-SCH-000055258,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10080682,Accreditation for an individual organisation,Joensuun lyseon lukio,School/Institute/Educational centre – General education (secondary level),Joensuu,Pohjois-Karjala,24,06/01/2022,05/31/2024,24069,,,,
2022-1-FI01-KA121-SCH-000055024,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10111439,Accreditation for an individual organisation,"Tampereen kaupunki, Hatanpään lukio",School/Institute/Educational centre – General education (secondary level),Tampere,Pirkanmaa,24,06/01/2022,05/31/2024,46236,,,,
2022-1-FI01-KA121-SCH-000054933,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10281827,Accreditation for an individual organisation,Parkanon lukio,School/Institute/Educational centre – General education (secondary level),Parkano,Pirkanmaa,24,06/01/2022,05/31/2024,57480,,,,
2022-1-FI01-KA121-SCH-000054926,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10066802,Accreditation for an individual organisation,Oulunkylän yhteiskoulu,School/Institute/Educational centre – General education (basic education),Helsinki,Helsinki-Uusimaa,24,06/01/2022,05/31/2024,117505,,,,
2022-1-FI01-KA121-SCH-000054486,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10193102,Accreditation for an individual organisation,Ahvenisjärven koulu,School/Institute/Educational centre – General education (basic education),Tampere,Pirkanmaa,24,06/01/2022,05/31/2024,33157,,,,
2022-1-FI01-KA121-SCH-000054450,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10124963,Accreditation for an individual organisation,Petäjäveden yläaste,School/Institute/Educational centre – General education (basic education),Petäjävesi,Keski-Suomi,15,06/01/2022,08/31/2023,35108,,,,
2022-1-FI01-KA121-SCH-000054343,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10009471,Accreditation for an individual organisation,Harjunrinteen koulu,School/Institute/Educational centre – General education (basic education),Riihimäki,Kanta-Häme,24,06/01/2022,05/31/2024,19238,,,,
2022-1-FI01-KA121-SCH-000054335,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10013823,Accreditation for an individual organisation,Vammalan lukio,School/Institute/Educational centre – General education (secondary level),Sastamala,Pirkanmaa,15,06/01/2022,08/31/2023,40386,,,,
2022-1-FI01-KA121-SCH-000054227,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10279059,Accreditation for an individual organisation,Loimaan seudun musiikkiopisto,Other,Loimaa,Varsinais-Suomi,24,06/01/2022,05/31/2024,10470,,,,
2022-1-FI01-KA121-SCH-000054188,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10193744,Accreditation for an individual organisation,Salon lukio,School/Institute/Educational centre – General education (secondary level),Salo,Varsinais-Suomi,24,06/01/2022,05/31/2024,70466,,,,
2022-1-FI01-KA121-SCH-000053591,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10137882,Accreditation for an individual organisation,Karakallion koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,15,06/01/2022,08/31/2023,30602,,,,
2022-1-FI01-KA121-SCH-000053427,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10173771,Accreditation for an individual organisation,Lukkarin koulu,School/Institute/Educational centre – General education (basic education),Nurmijärvi,Helsinki-Uusimaa,15,06/01/2022,08/31/2023,8880,,,,
2022-1-FI01-KA121-SCH-000053412,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10104347,Accreditation for an individual organisation,Juhani Ahon koulu,School/Institute/Educational centre – General education (basic education),Iisalmi,Pohjois-Savo,15,06/01/2022,08/31/2023,35192,,,,
2022-1-FI01-KA121-SCH-000053345,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10043265,Accreditation for an individual organisation,Utajärven lukio,School/Institute/Educational centre – General education (secondary level),Utajärvi,Pohjois-Pohjanmaa,15,06/01/2022,08/31/2023,11416,,,,
2022-1-FI01-KA121-SCH-000053213,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10076611,Accreditation for an individual organisation,Apollon Yhteiskoulun kannatusyhdistys ry,School/Institute/Educational centre – General education (basic education),Helsinki,Helsinki-Uusimaa,15,06/01/2022,08/31/2023,34280,,,,
2022-1-FI01-KA121-SCH-000052587,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10176447,Accreditation for an individual organisation,Lovisa Gymnasium,School/Institute/Educational centre – General education (secondary level),Loviisa,Helsinki-Uusimaa,15,06/01/2022,08/31/2023,16132,,,,
2022-1-FI01-KA121-SCH-000052537,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10070596,Accreditation for an individual organisation,Mikkelin lukio,School/Institute/Educational centre – General education (secondary level),Mikkeli,Etelä-Savo,24,06/01/2022,05/31/2024,50531,,,,
2022-1-FI01-KA121-SCH-000052401,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10110771,Accreditation for an individual organisation,Kirkonkylän koulu,School/Institute/Educational centre – General education (basic education),Laihia,Pohjanmaa,15,06/01/2022,08/31/2023,6726,,,,
2022-1-FI01-KA121-SCH-000052161,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10116555,Accreditation for an individual organisation,Liedon lukio,School/Institute/Educational centre – General education (secondary level),Lieto,Varsinais-Suomi,15,06/01/2022,08/31/2023,53746,,,,
2022-1-FI01-KA121-SCH-000052066,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10115508,Accreditation for an individual organisation,Luvian yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Eurajoki,Satakunta,24,06/01/2022,05/31/2024,18287,,,,
2022-1-FI01-KA121-SCH-000051860,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2022,E10023656,Accreditation for an individual organisation,Hämeenkylän koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Helsinki-Uusimaa,15,06/01/2022,08/31/2023,70255,,,,
2022-1-FI01-KA121-ADU-000067912,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2022,E10003617,Accreditation for a mobility consortium coordinator,Valo-valmennusyhdistys ry,Non-governmental organisation/association,Tampere,Pirkanmaa,24,06/01/2022,05/31/2024,52601,,,,
2022-1-FI01-KA121-ADU-000062699,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2022,E10103290,Accreditation for an individual organisation,Kehitysvammaisten palvelusäätiö,Foundation,Tampere,Pirkanmaa,15,06/01/2022,08/31/2023,4312,,,,
2022-1-FI01-KA121-ADU-000059318,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2022,E10195898,Accreditation for a mobility consortium coordinator,Helsingin kaupunki,Local Public body,Helsinki,Helsinki-Uusimaa,24,06/01/2022,05/31/2024,45150,,,,
2022-1-FI01-KA121-ADU-000056113,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2022,E10168558,Accreditation for an individual organisation,Spring House Oy,Small and medium sized enterprise,Helsinki,Helsinki-Uusimaa,15,06/01/2022,08/31/2023,15476,,,,
2022-1-FI01-KA121-ADU-000055332,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2022,E10195417,Accreditation for an individual organisation,Sastamalan kaupunki,Local Public body,Sastamala,Pirkanmaa,24,06/01/2022,05/31/2024,62115,,,,
2022-1-FI01-KA121-ADU-000054965,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2022,E10216652,Accreditation for an individual organisation,Ålands Landskapsregering,Regional Public body,Maarianhamina,Ahvenanmaa,24,06/01/2022,05/31/2024,15038,,,,
2022-1-FI01-KA121-ADU-000053183,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2022,E10212878,Accreditation for an individual organisation,Kuopion kaupunki,Local Public body,Kuopio,Pohjois-Savo,24,06/01/2022,05/31/2024,12488,,,,
2022-1-FI01-KA121-ADU-000052878,,Accredited projects for mobility of learners and staff in adult education,KA121-ADU,2022,E10281317,Accreditation for an individual organisation,Sotungin etälukio,School/Institute/Educational centre – Adult education,Vantaa,Helsinki-Uusimaa,15,06/01/2022,08/31/2023,16175,,,,
2021-2-FI01-KA220-YOU-000050569,Circus Trans Formation in Action Advanced,Cooperation partnerships in youth,KA220-YOU,2021,E10167761,,Sorin Sirkus ry,Non-governmental organisation/association,Tampere,Pirkanmaa,28,03/01/2022,06/30/2024,224625,,,,
2021-2-FI01-KA220-YOU-000048646,Volunteer and go!,Cooperation partnerships in youth,KA220-YOU,2021,E10182641,,Sosiaalipedagogiikan säätiö,Foundation,Helsinki,Helsinki-Uusimaa,24,03/01/2022,02/29/2024,209059,,,"Common values, civic engagement and participation",
2021-2-FI01-KA210-YOU-000051172,7 Za?ais Vihreä,Small-scale partnerships in youth,KA210-YOU,2021,E10108147,,Loimaan evankelinen kansanopisto,School/Institute/Educational centre – Adult education,Loimaa,Varsinais-Suomi,24,04/01/2022,03/31/2024,60000,,,Environment and fight against climate change,
2021-2-FI01-KA210-YOU-000050509,I AM HOPE - value based knowledge exchange in the field of youth work,Small-scale partnerships in youth,KA210-YOU,2021,E10090499,,Kulttuurikeskus PiiPoo,Non-Profit making cultural organizations,Lempäälä,Pirkanmaa,22,05/01/2022,02/29/2024,60000,,,"Common values, civic engagement and participation",
2021-2-FI01-KA210-YOU-000050335,Nature and Diversity in the North,Small-scale partnerships in youth,KA210-YOU,2021,E10093469,,"Eurooppanuoret ry, Unga Europeer rf",Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,04/01/2022,03/31/2023,60000,,,Environment and fight against climate change,
2021-2-FI01-KA210-YOU-000048561,SASTE AVEN!,Small-scale partnerships in youth,KA210-YOU,2021,E10215596,,Suomen Romaniyhdistys - Finitiko Romanengo Sankiba - Finlands Romaniförening ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,03/01/2022,02/28/2023,30000,,,,
2021-2-FI01-KA210-VET-000049228,Digital Futures,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10181059,,SASKY koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Sastamala,Pirkanmaa,21,03/01/2022,11/30/2023,60000,,,"Addressing digital transformation through development of digital readiness, resilience and capacity",
2021-2-FI01-KA210-VET-000049175,Environmental sustainability as key competence in future business and administration professions,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10031593,,Etelä-Savon Koulutus Oy,School/Institute/Educational centre – Vocational Training (secondary level),Mikkeli,Etelä-Savo,15,05/01/2022,07/31/2023,60000,,,Environment and fight against climate change,
2021-2-FI01-KA210-VET-000049083,SFM VR - Sustainable Forest Management Through Virtual Reality,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10209196,,Työtehoseura ry,School/Institute/Educational centre – Vocational Training (secondary level),Nurmijärvi,Helsinki-Uusimaa,12,03/01/2022,02/28/2023,60000,TOPIC-41_TOPIC-72,Entrepreneurial learning - entrepreneurship education_Cooperation between educational institutions and business,"Addressing digital transformation through development of digital readiness, resilience and capacity",
2021-2-FI01-KA210-VET-000048448,Capacity building in the indigenous sámi film industry and media education in a context of new digital media technologies,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10284502,,Saamelaisalueen koulutuskeskus,School/Institute/Educational centre – Vocational Training (secondary level),Inari,Lappi,12,03/01/2022,02/28/2023,60000,TOPIC-1,"Agriculture, forestry and fisheries",,
2021-2-FI01-KA210-VET-000048363,Two countries- one environment,Small-scale partnerships in vocational education and training,KA210-VET,2021,E10047467,,Järviseudun koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Lappajärvi,Etelä-Pohjanmaa,10,03/01/2022,12/31/2022,30000,TOPIC-33_TOPIC-72_TOPIC-187,Roma and/or other minorities_Cooperation between educational institutions and business_International relations and development cooperation,"Addressing digital transformation through development of digital readiness, resilience and capacity",
2021-2-FI01-KA210-SCH-000051088,EMPOWERING YOUNG CHILDREN TO ACT ON CLIMATE CHANGE,Small-scale partnerships in school education,KA210-SCH,2021,E10262775,,Learning In Nature Ltd,Small and medium sized enterprise,Helsinki,Helsinki-Uusimaa,12,03/01/2022,02/28/2023,60000,TOPIC-1_TOPIC-77_TOPIC-174,"Agriculture, forestry and fisheries_Community development_Career guidance",Environment and fight against climate change,
2021-2-FI01-KA210-SCH-000049447,Helping our Planet Earth,Small-scale partnerships in school education,KA210-SCH,2021,E10012748,,Pieksämäen lukio,School/Institute/Educational centre – General education (secondary level),Pieksämäki,Etelä-Savo,24,03/01/2022,02/29/2024,60000,TOPIC-13_TOPIC-101_TOPIC-170,"Environment and climate change_Early childhood education and care_Creating new, innovative or joint curricula or courses","Common values, civic engagement and participation",
2021-2-FI01-KA210-SCH-000049133,"NORDEN OCH DE UNGAS VÄRLD Nordisk dimension i ungdomsutbildning på folkhögskolaStöd av ungas personliga utveckling till goda samhällsmedborgare, en holistisk syn på lärande.",Small-scale partnerships in school education,KA210-SCH,2021,E10101130,,Kvarnen samkommun,School/Institute/Educational centre – General education (basic education),Kruunupyy,Pohjanmaa,24,03/01/2022,02/29/2024,60000,TOPIC-13_TOPIC-61_TOPIC-72,Environment and climate change_Green skills_Cooperation between educational institutions and business,,
2021-2-FI01-KA210-ADU-000050922,Job Market Availability and Flexibility,Small-scale partnerships in adult education,KA210-ADU,2021,E10268426,,Kolibri ry,Non-governmental organisation/association,Kotka,Kymenlaakso,24,03/01/2022,02/29/2024,60000,TOPIC-169_TOPIC-170_TOPIC-172,"Preventing early school leaving and failure in education_Creating new, innovative or joint curricula or courses_Initial and continuous training for teachers, trainers and other education staff","Inclusion and diversity in all fields of education, training, youth and sport",
2021-2-FI01-KA210-ADU-000050710,Women only radio training - Women counter-storying their lives,Small-scale partnerships in adult education,KA210-ADU,2021,E10238665,,Kansan radioliitto - Folkets Radioförbund ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,03/01/2022,02/29/2024,60000,TOPIC-8_TOPIC-72,Economic and financial affairs (including funding issues)_Cooperation between educational institutions and business,"Inclusion and diversity in all fields of education, training, youth and sport",
2021-2-FI01-KA210-ADU-000050514,Development of a Methodological Framework of Cybersecurity Internship Program for SMEs,Small-scale partnerships in adult education,KA210-ADU,2021,E10248088,,Learning and Innovation Academy of Finland Oy,Small and medium sized enterprise,Helsinki,Helsinki-Uusimaa,18,03/01/2022,08/31/2023,60000,TOPIC-109,Promoting gender equality,"Addressing digital transformation through development of digital readiness, resilience and capacity",
2021-2-FI01-KA210-ADU-000049997,Integration through prior knowledge,Small-scale partnerships in adult education,KA210-ADU,2021,E10175796,,Learning for Integration ry,Non-governmental organisation/association,Espoo,Helsinki-Uusimaa,18,03/01/2022,08/31/2023,60000,TOPIC-72_TOPIC-174_TOPIC-182,Cooperation between educational institutions and business_Career guidance_Employability,"Inclusion and diversity in all fields of education, training, youth and sport",
2021-2-FI01-KA210-ADU-000049523,Social Sports for All,Small-scale partnerships in adult education,KA210-ADU,2021,E10126162,,Kukunori ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,18,03/01/2022,08/31/2023,60000,TOPIC-140_TOPIC-165_TOPIC-172,"Recognition, transparency, certification_Inclusion, promoting equality and non-discrimination_Initial and continuous training for teachers, trainers and other education staff",,
2021-2-FI01-KA210-ADU-000048788,Adult students on both sides of the sea - The learning path supported by technology and counselling,Small-scale partnerships in adult education,KA210-ADU,2021,E10121765,,Otavan Opiston liikelaitos,School/Institute/Educational centre – Adult education,Mikkeli,Etelä-Savo,22,03/01/2022,12/31/2023,60000,TOPIC-77_TOPIC-165_TOPIC-185,"Community development_Inclusion, promoting equality and non-discrimination_Active ageing",,
2021-2-FI01-KA154-YOU-000039352,Nuoret rauhantyössä,Youth participation activities,KA154-YOU,2021,E10001907,,Suomen Sadankomitea ry De Hundras Kommitté i Finland,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,01/01/2022,12/31/2022,59820,TOPIC-174_TOPIC-183_TOPIC-190,"Career guidance_Equal access and transition to labour market_Digital content, technologies and practices",,
2021-2-FI01-KA154-YOU-000039334,Vaikuta vastuullisuuteen: Nuoret muovaamassa kestävää kestävää kuluttamista ja liiketoimintaa Suomessa ja EU:ssa,Youth participation activities,KA154-YOU,2021,E10079834,,Eettisen kaupan puolesta ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,01/15/2022,01/14/2024,58520,TOPIC-29_TOPIC-126_TOPIC-160,Reaching the policy level/dialogue with decision makers_Human rights and rule of law_Democracy and inclusive democratic participation,,
2021-2-FI01-KA154-YOU-000039079,Nuoret mukaan! – Nuorten vapaaehtoistyö- ja vaikutusmahdollisuuksien edistäminen eläinsuojelukentällä,Youth participation activities,KA154-YOU,2021,E10281800,,"SEY Suomen eläinsuojelu ry, Djurskyddet Finland rf",Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,01/01/2022,12/31/2023,59904,TOPIC-126_TOPIC-159_TOPIC-160,Human rights and rule of law_Awareness about the European Union_Democracy and inclusive democratic participation,,
2021-2-FI01-KA154-YOU-000038885,Nuoret Nuorisoseuravaikuttajat,Youth participation activities,KA154-YOU,2021,E10118765,,Suomen Nuorisoseurat ry,Non-governmental organisation/association,Vantaa,Helsinki-Uusimaa,18,01/01/2022,06/30/2023,59972,TOPIC-61_TOPIC-77_TOPIC-160,Green skills_Community development_Democracy and inclusive democratic participation,,
2021-2-FI01-KA154-YOU-000038802,Nuorten tulevaisuuskuvat 2040,Youth participation activities,KA154-YOU,2021,E10007150,,Lasten ja nuorten keskus ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,01/01/2022,12/31/2022,50301,TOPIC-77_TOPIC-160_TOPIC-161,"Community development_Democracy and inclusive democratic participation_Creativity, arts and culture",,
2021-2-FI01-KA153-YOU-000039900,Social games for youth workers,Mobility of youth workers,KA153-YOU,2021,E10116500,,Nuorisokeskus Metsäkartano,Foundation,Rautavaara,Pohjois-Savo,10,01/01/2022,10/31/2022,28746,TOPIC-29_TOPIC-160,Reaching the policy level/dialogue with decision makers_Democracy and inclusive democratic participation,,
2021-2-FI01-KA153-YOU-000039004,GREEN EU-ROPE,Mobility of youth workers,KA153-YOU,2021,E10245742,,Yhdessä-Yhdistys Together-Association ry,Non-governmental organisation/association,Turku,Varsinais-Suomi,24,01/01/2022,12/31/2023,34958,TOPIC-115_TOPIC-122_TOPIC-131,Promotion of alternative forms of participation_Inclusion of marginalised young people_Key competences development,,
2021-2-FI01-KA153-YOU-000038350,DIGI Tools and instruments for Better Youth Work,Mobility of youth workers,KA153-YOU,2021,E10245742,,Yhdessä-Yhdistys Together-Association ry,Non-governmental organisation/association,Turku,Varsinais-Suomi,24,01/01/2022,12/31/2023,35886,TOPIC-13_TOPIC-61_TOPIC-175,Environment and climate change_Green skills_Green transport and mobility,,
2021-2-FI01-KA153-YOU-000038328,Game is not just a game,Mobility of youth workers,KA153-YOU,2021,E10188028,,Virtain kaupunki,Local Public body,Virrat,Pirkanmaa,12,01/02/2022,01/01/2023,22328,TOPIC-116_TOPIC-160_TOPIC-181,Digital youth work_Democracy and inclusive democratic participation_Digital safety,,
2021-2-FI01-KA153-YOU-000038255,Liiveri opintovierailu Skaraborgiin,Mobility of youth workers,KA153-YOU,2021,E10075105,,"Seinäjoen kaupunki, nuorisopalvelut",Local Public body,Seinäjoki,Etelä-Pohjanmaa,12,01/01/2022,12/31/2022,6189,TOPIC-97_TOPIC-136,New learning and teaching methods and approaches_Quality and innovation of youth work,,
2021-2-FI01-KA153-YOU-000038074,"“Youth Workers’ Play Ground,” (YWPG)",Mobility of youth workers,KA153-YOU,2021,E10245742,,Yhdessä-Yhdistys Together-Association ry,Non-governmental organisation/association,Turku,Varsinais-Suomi,24,01/01/2022,12/31/2023,32278,TOPIC-116_TOPIC-180_TOPIC-187,"Digital youth work_Physical and mental health, well-being_International relations and development cooperation",,
2021-2-FI01-KA152-YOU-000040518,European Youth for Climate Change Mitigation,Mobility of young people,KA152-YOU,2021,E10273559,,Finnish Somalia Network,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,15,04/01/2022,06/30/2023,27840,TOPIC-136_TOPIC-161_TOPIC-187,"Quality and innovation of youth work_Creativity, arts and culture_International relations and development cooperation",,
2021-2-FI01-KA152-YOU-000040174,How to be an adult,Mobility of young people,KA152-YOU,2021,E10096610,,Helsingin diakonissalaitoksen säätiö sr,Foundation,Helsinki,Helsinki-Uusimaa,12,04/01/2022,03/31/2023,45098,TOPIC-13_TOPIC-132_TOPIC-139,Environment and climate change_Preventing racism and discrimination_Reception and integration of refugees and migrants,,
2021-2-FI01-KA152-YOU-000039525,Moose party- A youth exchange on well being of youngsters across the Europe,Mobility of young people,KA152-YOU,2021,E10116500,,Nuorisokeskus Metsäkartano,Foundation,Rautavaara,Pohjois-Savo,12,01/01/2022,12/31/2022,24950,TOPIC-83_TOPIC-122_TOPIC-161,"European identity, citizenship and values_Inclusion of marginalised young people_Creativity, arts and culture",,
2021-2-FI01-KA152-YOU-000038832,Week 4 Surviving the Environment,Mobility of young people,KA152-YOU,2021,E10137112,,Maunulan Spinni ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,13,02/02/2022,03/01/2023,19340,TOPIC-180,"Physical and mental health, well-being",,
2021-2-FI01-KA152-YOU-000038460,"Environmental awareness, sustainability and responsibility",Mobility of young people,KA152-YOU,2021,E10100150,,Ranuan kunta,Local Public body,Ranua,Lappi,9,01/01/2022,09/30/2022,,TOPIC-13_TOPIC-61_TOPIC-83,"Environment and climate change_Green skills_European identity, citizenship and values",,
2021-2-FI01-KA122-SCH-000042104,Toimiva inkluusio,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10220246,,Kauppis-Heikin koulu,School/Institute/Educational centre – General education (basic education),Iisalmi,Pohjois-Savo,12,05/01/2022,04/30/2023,14450,TOPIC-13,Environment and climate change,,
2021-2-FI01-KA122-SCH-000042040,Hyvinvointia ja aktiivista kansalaisuutta edistämässä - kohti onnellista yhteisöä,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10081912,,Jäälin koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,01/01/2022,06/30/2023,29110,TOPIC-165_TOPIC-180,"Inclusion, promoting equality and non-discrimination_Physical and mental health, well-being",,
2021-2-FI01-KA122-SCH-000042015,Lyhytkestoiset opiskelijaliikkuvuudet Alppilan lukiossa,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10030262,,Alppilan lukio,School/Institute/Educational centre – General education (secondary level),Helsinki,Helsinki-Uusimaa,16,02/15/2022,06/14/2023,,TOPIC-97_TOPIC-165_TOPIC-190,"New learning and teaching methods and approaches_Inclusion, promoting equality and non-discrimination_Digital content, technologies and practices",,
2021-2-FI01-KA122-SCH-000042011,Yhteistä kieltä etsimässä -Sosiaalisesta syrjäytymisestä sosiaaliseen integraatioon,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10075194,,Jokelan yläaste,School/Institute/Educational centre – General education (basic education),Tuusula,Helsinki-Uusimaa,18,01/01/2022,06/30/2023,9030,TOPIC-35_TOPIC-171_TOPIC-174,Teaching and learning of foreign languages_Overcoming skills mismatch and addressing the needs of the labour market_Career guidance,,
2021-2-FI01-KA122-SCH-000042009,Mutalan koulu - Kaikille yhteinen koulu,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10129396,,Mutalan koulu,School/Institute/Educational centre – General education (basic education),Joensuu,Pohjois-Karjala,18,01/01/2022,06/30/2023,6995,TOPIC-132_TOPIC-139_TOPIC-172,"Preventing racism and discrimination_Reception and integration of refugees and migrants_Initial and continuous training for teachers, trainers and other education staff",,
2021-2-FI01-KA122-SCH-000042007,Jobbskuggning för inspiration för goda rutiner och för att göra hållbara rutiner mer synliga i Grön Flagg-skolor genom pedagogiska cafeer,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10069621,,Källhagens skola,School/Institute/Educational centre – General education (basic education),Lohja,Helsinki-Uusimaa,17,02/01/2022,06/30/2023,19520,TOPIC-163_TOPIC-165_TOPIC-171,"Digital skills and competences_Inclusion, promoting equality and non-discrimination_Overcoming skills mismatch and addressing the needs of the labour market",,
2021-2-FI01-KA122-SCH-000042005,"Tietoa, toimintaa ja tuloksia - kohti kestävää tulevaisuutta!",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10089491,,Kuopion klassillinen lukio,School/Institute/Educational centre – General education (secondary level),Kuopio,Pohjois-Savo,18,01/01/2022,06/30/2023,30730,TOPIC-61_TOPIC-97_TOPIC-180,"Green skills_New learning and teaching methods and approaches_Physical and mental health, well-being",,
2021-2-FI01-KA122-SCH-000041893,Bringing people together - The Bridge between Finland and Spain,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10089827,,Nakkilan yhteiskoulu,School/Institute/Educational centre – General education (basic education),Nakkila,Satakunta,12,01/01/2022,12/31/2022,28121,TOPIC-13_TOPIC-83_TOPIC-187,"Environment and climate change_European identity, citizenship and values_International relations and development cooperation",,
2021-2-FI01-KA122-SCH-000041856,Nuoret yhteisessä Euroopassa,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10069954,,Tikkakosken yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Jyväskylä,Keski-Suomi,18,01/01/2022,06/30/2023,25320,TOPIC-35_TOPIC-61_TOPIC-159,Teaching and learning of foreign languages_Green skills_Awareness about the European Union,,
2021-2-FI01-KA122-SCH-000041816,"Sharing cultural knowledge and awareness through language, science and history",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10126331,,Luostarivuoren koulu,School/Institute/Educational centre – General education (basic education),Turku,Varsinais-Suomi,18,01/01/2022,06/30/2023,18396,TOPIC-35_TOPIC-83_TOPIC-165,"Teaching and learning of foreign languages_European identity, citizenship and values_Inclusion, promoting equality and non-discrimination",,
2021-2-FI01-KA122-SCH-000041810,Kohti kestävyyttä: liikkuvuushanke päiväkodin uudistamiseksi,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10281718,,Steinerpäiväkoti Siriuksen kannatusyhdistys ry,School/Institute/Educational centre – General education (pre-primary level),Helsinki,Helsinki-Uusimaa,6,05/25/2022,11/24/2022,6630,TOPIC-35_TOPIC-162_TOPIC-163,Teaching and learning of foreign languages_Media literacy and tackling disinformation _Digital skills and competences,,
2021-2-FI01-KA122-SCH-000041787,Jobshadowing,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10242385,,"Rymättylän koulu, Naantalin kaupunki",Local Public body,Naantali,Varsinais-Suomi,6,01/01/22,06/30/2022,,TOPIC-13_TOPIC-73_TOPIC-165,"Environment and climate change_Social responsibility of educational institutions_Inclusion, promoting equality and non-discrimination",,
